Prompt 1,Prompt 2,Prompt 3,Prompt 4,Prompt 5,doc_name,sent_idx,text,mention pair,label
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'politicos', 'start_token_id': 48, 'end_token_id': 48}
 {'mention': 'Regina Benjamin', 'start_token_id': 70, 'end_token_id': 71}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'politicos', 'start_token_id': 48, 'end_token_id': 48}
 {'mention': ""country 's"", 'start_token_id': 77, 'end_token_id': 78}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'politicos', 'start_token_id': 48, 'end_token_id': 48}
 {'mention': 'surgeon general', 'start_token_id': 80, 'end_token_id': 81}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'politicos', 'start_token_id': 48, 'end_token_id': 48}
 {'mention': 'spokesperson', 'start_token_id': 86, 'end_token_id': 86}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'politicos', 'start_token_id': 48, 'end_token_id': 48}
 {'mention': 'issues', 'start_token_id': 88, 'end_token_id': 88}]",0.0
"(0, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'politicos', 'start_token_id': 48, 'end_token_id': 48}
 {'mention': 'public', 'start_token_id': 90, 'end_token_id': 90}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'politicos', 'start_token_id': 48, 'end_token_id': 48}
 {'mention': 'Obama', 'start_token_id': 94, 'end_token_id': 94}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'U. S. Supreme Court', 'start_token_id': 55, 'end_token_id': 58}
 {'mention': 'Sonia Sotomayor', 'start_token_id': 62, 'end_token_id': 63}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'U. S. Supreme Court', 'start_token_id': 55, 'end_token_id': 58}
 {'mention': 'today', 'start_token_id': 64, 'end_token_id': 64}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'U. S. Supreme Court', 'start_token_id': 55, 'end_token_id': 58}
 {'mention': 'Barack Obama', 'start_token_id': 67, 'end_token_id': 68}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'U. S. Supreme Court', 'start_token_id': 55, 'end_token_id': 58}
 {'mention': 'Regina Benjamin', 'start_token_id': 70, 'end_token_id': 71}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'U. S. Supreme Court', 'start_token_id': 55, 'end_token_id': 58}
 {'mention': ""country 's"", 'start_token_id': 77, 'end_token_id': 78}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'U. S. Supreme Court', 'start_token_id': 55, 'end_token_id': 58}
 {'mention': 'surgeon general', 'start_token_id': 80, 'end_token_id': 81}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'U. S. Supreme Court', 'start_token_id': 55, 'end_token_id': 58}
 {'mention': 'spokesperson', 'start_token_id': 86, 'end_token_id': 86}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'U. S. Supreme Court', 'start_token_id': 55, 'end_token_id': 58}
 {'mention': 'issues', 'start_token_id': 88, 'end_token_id': 88}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'U. S. Supreme Court', 'start_token_id': 55, 'end_token_id': 58}
 {'mention': 'public', 'start_token_id': 90, 'end_token_id': 90}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'U. S. Supreme Court', 'start_token_id': 55, 'end_token_id': 58}
 {'mention': 'Obama', 'start_token_id': 94, 'end_token_id': 94}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'Sonia Sotomayor', 'start_token_id': 62, 'end_token_id': 63}
 {'mention': 'today', 'start_token_id': 64, 'end_token_id': 64}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'Sonia Sotomayor', 'start_token_id': 62, 'end_token_id': 63}
 {'mention': 'Barack Obama', 'start_token_id': 67, 'end_token_id': 68}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'Sonia Sotomayor', 'start_token_id': 62, 'end_token_id': 63}
 {'mention': 'Regina Benjamin', 'start_token_id': 70, 'end_token_id': 71}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'Sonia Sotomayor', 'start_token_id': 62, 'end_token_id': 63}
 {'mention': ""country 's"", 'start_token_id': 77, 'end_token_id': 78}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'Sonia Sotomayor', 'start_token_id': 62, 'end_token_id': 63}
 {'mention': 'surgeon general', 'start_token_id': 80, 'end_token_id': 81}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'Sonia Sotomayor', 'start_token_id': 62, 'end_token_id': 63}
 {'mention': 'spokesperson', 'start_token_id': 86, 'end_token_id': 86}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'Sonia Sotomayor', 'start_token_id': 62, 'end_token_id': 63}
 {'mention': 'issues', 'start_token_id': 88, 'end_token_id': 88}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'Sonia Sotomayor', 'start_token_id': 62, 'end_token_id': 63}
 {'mention': 'public', 'start_token_id': 90, 'end_token_id': 90}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'Sonia Sotomayor', 'start_token_id': 62, 'end_token_id': 63}
 {'mention': 'Obama', 'start_token_id': 94, 'end_token_id': 94}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'today', 'start_token_id': 64, 'end_token_id': 64}
 {'mention': 'Barack Obama', 'start_token_id': 67, 'end_token_id': 68}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'today', 'start_token_id': 64, 'end_token_id': 64}
 {'mention': 'Regina Benjamin', 'start_token_id': 70, 'end_token_id': 71}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'today', 'start_token_id': 64, 'end_token_id': 64}
 {'mention': ""country 's"", 'start_token_id': 77, 'end_token_id': 78}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'today', 'start_token_id': 64, 'end_token_id': 64}
 {'mention': 'surgeon general', 'start_token_id': 80, 'end_token_id': 81}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'today', 'start_token_id': 64, 'end_token_id': 64}
 {'mention': 'spokesperson', 'start_token_id': 86, 'end_token_id': 86}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'today', 'start_token_id': 64, 'end_token_id': 64}
 {'mention': 'issues', 'start_token_id': 88, 'end_token_id': 88}]",0.0
